18 - 35 yrs|Functional Marathi skills - Ability to Speak     Good Hindi skills - Ability to Speak     Good English skills - Ability to Speak|Marksheets and DegreeCompulsory      PhotosCompulsory      Pan CardCompulsory      Aadhar CardCompulsory      Electricity Bill|12th pass preferred|Freshers as Customer Care in BPO / ITES preferred||Full Time||9:30 AM - 6:30 PM(day shift)||6 days  (Sunday)|Freshers can Apply|Sanpada, Navi Mumbai|11,000|8,500
Above 18 yrs|||Graduation degree mandatoryCompulsory|Freshers as Other in BPO / ITES preferred||Full Time  ||9:30 AM - 6:30 PM(day shift)||5 days|Freshers can Apply|S R Nagar, Hyderabad|18,000|16,000
18 - 28 yrs||10th pass preferred|0 to 6 months of experience as Back Office Executive preferred|Full Time||10:00 AM - 6:00 PM(day shift)|Computer AwarenessConfidenceDedicationCustomer RetentionCompulsory      Computer AwarenessConfidenceDedicationCustomer Retention|6 days|Freshers can Apply 6 months experience|Laxmi Nagar, New DelhiKarol Bagh, New Delhi+3 more|25K |12,000
Above 18 yrs||Graduation degree preferred|Freshers as Other preferred|Full Time||11:00 PM - 3:00 AM(day shift)  3:00 PM - 11:00 PM(day shift)  7:00 AM - 3:00 PM(day shift)||5 days|Freshers can Apply|Banjara Hills, Hyderabad|10,000|8,000
18 - 35 yrs|Good Hindi skills - Ability to Speak     Functional English skills - Ability to Speak|12th pass preferred|Freshers as Data Entry Operator in BPO / ITES preferred|Full Time  ||10:30 AM - 5:30 PM(day shift)|Computer AwarenessCompulsory      Confidence|6 days  (1)|Freshers can Apply|Vashi, Navi Mumbai|3.46Lac |2.36Lac 
18 - 29 yrs|Good Hindi skills - Ability to Speak, Read & Write|10th pass preferred|Freshers as Network / Security / System Administration in BPO / ITES preferred|Full Time|Good Communication     Good Communication|10:00 AM - 6:00 PM(day shift)|ConfidenceCompulsory      Dedication|6 days  (Sunday)|Freshers can Apply|Gomti Nagar, LucknowAminabad, Lucknow+2 more|24,500|13,560
Above 18 yrs|Fluent English skills - Ability to Speak, Read & Write|12th pass preferred|Freshers as Customer Care preferred|Full Time|||||Freshers can Apply|Malad West, Mumbai|25K |16,000
18 - 35 yrs|Functional English skills - Ability to Speak     Good Hindi skills - Ability to Speak|12th pass preferred|Freshers as Data Entry Operator in BPO / ITES preferred|Full Time||11:00 AM - 5:30 PM(day shift)|ConfidenceCompulsory      Computer Awareness|6 days  (1)|Freshers can Apply|Mumbai Central, Mumbai|3.20Lac |2.25Lac 
18 - 30 yrs|Fluent Hindi skills - Ability to SpeakCompulsory      Good English skills - Ability to SpeakCompulsory|12th pass preferred|Freshers as Data Entry Operator preferred|Full Time|||bpocall centerfresherCompulsory|6 days|Freshers can Apply|New Delhi, DLFaridabad, Faridabad+2 more|21,232|12,500
18 - 30 yrsCompulsory|Functional English skills - Ability to SpeakCompulsory      Functional Hindi skills - Ability to SpeakCompulsory      Functional Marathi skills - Ability to SpeakCompulsory|10th pass mandatoryCompulsory|Freshers as Back Office Executive preferred|Full Time||10:00 AM - 6:00 PM(day shift)|Computer AwarenessQuantitative AptitudeConfidenceDedicationHindi TypingMS Wordfacility managementPersonal GroomingCustomer RetentionCompulsory|5 days  (Sat & Sun)|Freshers can Apply|Dadar, MumbaiKandivali West, Mumbai+3 more|25K |15,000
18 - 30 yrsCompulsory|Functional English skills - Ability to SpeakCompulsory      Functional Hindi skills - Ability to SpeakCompulsory      Functional Marathi skills - Ability to SpeakCompulsory|10th pass mandatoryCompulsory|Freshers as Back Office Executive preferred|Full Time||10:00 AM - 6:00 PM(day shift)|Computer AwarenessQuantitative AptitudeConfidenceDedicationHindi TypingMS Wordfacility managementPersonal GroomingCustomer RetentionCompulsory|5 days  (Sat & Sun)|Freshers can Apply|Aundh, PuneViman Nagar, Pune+3 more|25K |15,000
18 - 29 yrs|Good Hindi skills - Ability to Speak, Read & Write|Aadhar CardCompulsory|12th pass preferred|Freshers as Receptionist/Front Desk in BPO / ITES preferred|Full Time|Good Communication     Good Communication|10:00 AM - 6:00 PM(day shift)|Computer AwarenessConfidenceCompulsory      DedicationCustomer Retention|6 days  (Sunday)|Freshers can Apply|Sector 24, GurgaonSector 17, Gurgaon+2 more|25K |13,500
18 - 29 yrs|Good Hindi skills - Ability to Speak, Write & Read||10th pass preferred|Freshers as Network / Security / System Administration in BPO / ITES preferred|Full Time|Good Communication     Good Communication|10:00 AM - 6:00 PM(day shift)|ConfidenceCompulsory      Dedication|6 days  (Sunday)|Freshers can Apply|Janakpuri, New DelhiShahdara, New Delhi+2 more|23,450|13,500
18 - 40 yrs|Excellent English skills - Ability to Speak|Photos     Salary slips     Pan Card     Aadhar Card|12th pass preferred|Freshers as Customer Care in BPO / ITES or KPO / Research / Analytics preferred|Full Time||7:30 PM - 4:30 AM(day shift)  6:30 PM - 3:30 AM(day shift)  5:30 PM - 2:30 AM(day shift)||5 days  (2)|Freshers can Apply|Ghansoli, Navi Mumbai|25K |20,000
18 - 28 yrs|Good Hindi skills - Ability to Speak, Read & Write||10th pass preferred|Freshers as Network / Security / System Administration in BPO / ITES preferred|Full Time|Good Communication     Good Communication|10:00 AM - 6:00 PM(day shift)|ConfidenceCompulsory      Dedication|6 days  (Sunday)|Freshers can Apply|Okhla, New DelhiTughlakabad, New Delhi+2 more|24,500|13,500
21 - 28 yrs|Good English skills - Ability to Speak|Aadhar Card     Pan Card|Graduation degree preferred     Other Graduation preferred|0 to 1 yr of experience as Customer Care in Other preferred|Full Time||9:00 AM - 6:30 PM(day shift)|Computer AwarenessCommunication SkillsCompulsory      Confidence|5 days  (2)|"Freshers can Apply1 yr experience| Resume Required"|S R Nagar, Hyderabad|18,000|16,000
18 - 28 yrs|Good Hindi skills - Ability to Speak, Read & WriteCompulsory|Aadhar CardCompulsory|12th pass preferred|Freshers as Receptionist/Front Desk in BPO / ITES preferred|Full Time|Good Communication     Good Communication|10:00 AM - 6:00 PM(day shift)|Computer AwarenessConfidenceCustomer RetentionCompulsory      ConfidenceDedication|6 days  (Sunday)|Freshers can Apply|NIT, FaridabadBallabgarh, Faridabad+2 more|24,500|13,400
18 - 28 yrs|Good Hindi skills - Ability to Speak, Write & Read|Aadhar CardCompulsory|10th pass preferred|Freshers as Receptionist/Front Desk in BPO / ITES preferred|Full Time|Good Communication     Good Communication|10:00 AM - 6:00 PM(day shift)|Computer AwarenessCustomer RetentionCompulsory      ConfidenceDedication|6 days  (Sunday)|Freshers can Apply|Anand Vihar, New DelhiJhandewalan, New Delhi+2 more|21,500|12,000
18 - 40 yrs|||Below 10th allowed|Freshers as Back Office Executive preferred|Full Time||||6 days|Freshers can Apply|Okhla, New Delhi|3Lac |1Lac 
